#{"t_start": 1784121635.9929411, "env_id": "FetchReachDense-v4"}
r,l,t
-1.58454,50,434.226692
-1.630406,50,434.369294
-2.034224,50,434.538371
-1.498551,50,434.668079
-1.635606,50,434.794719
-1.596361,50,434.93726
-1.329059,50,435.061363
-2.000317,50,435.20218
-1.549009,50,435.343311
-1.464727,50,435.481071
-1.465384,50,435.619344
-1.517371,50,435.739556
-1.484578,50,435.862983
-1.678632,50,435.979848
-1.573652,50,436.115897
-1.508343,50,436.238949
-1.56464,50,436.758937
-1.727395,50,436.962905
-1.410419,50,437.114397
-1.489295,50,437.271674
-1.437418,50,437.407344
-1.600403,50,437.545336
-1.594568,50,437.694154
-1.719735,50,437.815303
-1.55947,50,437.957916
-1.385331,50,438.080539
-1.486075,50,438.197142
-1.640105,50,438.317328
-1.8843,50,438.457691
-1.70827,50,438.595351
-1.877233,50,438.714415
-1.632949,50,438.848239
-1.491076,50,438.964553
-1.374443,50,439.090678
-1.704959,50,439.220855
-1.423379,50,439.346803
-1.406325,50,439.906178
-1.359467,50,440.127204
-1.302458,50,440.288471
-1.481181,50,440.447484
-1.426966,50,440.610334
-2.05057,50,440.780859
-1.819242,50,440.916173
-1.988364,50,441.046895
-1.5279,50,441.204695
-1.445069,50,441.339765
-1.558043,50,441.464037
-1.439583,50,441.660603
-1.654846,50,441.839248
-1.50719,50,441.97285
-1.520869,50,442.104157
-1.447979,50,442.244674
-1.51049,50,442.407661
-1.561219,50,442.541803
-1.218087,50,442.670348
-1.640547,50,442.798414
-1.263848,50,442.927682
-1.312741,50,443.501314
-1.514175,50,443.713504
-1.777019,50,443.918678
-1.393702,50,444.10932
-1.531489,50,444.334909
-1.42058,50,444.453458
-1.467507,50,444.576875
-1.534143,50,444.709582
-1.661378,50,444.861381
-1.585763,50,444.985895
-1.437234,50,445.129835
-1.392256,50,445.270278
-1.637513,50,445.408781
-1.524694,50,445.542678
-1.578533,50,445.683909
-1.620653,50,445.832343
-1.548548,50,445.954961
-1.59451,50,446.085767
-1.415792,50,446.216349
-1.565807,50,446.34269
-1.530044,50,446.864693
-1.507742,50,447.074261
-1.732274,50,447.254151
-1.407821,50,447.412753
-1.960839,50,447.585066
-1.34293,50,447.726441
-1.747245,50,447.870326
-1.501331,50,447.982164
-1.748038,50,448.099103
-1.31932,50,448.231162
-1.345892,50,448.359915
-1.442791,50,448.485007
-1.475593,50,448.610384
-1.36595,50,448.745866
-1.68002,50,448.883065
-1.690452,50,449.002573
-1.526722,50,449.113869
-1.667948,50,449.246999
-1.577864,50,449.364064
-1.820024,50,449.485987
-1.451369,50,449.601656
-1.523959,50,450.095956
-1.211322,50,450.278788
-1.796159,50,450.401338
-1.327548,50,450.5229
-1.228776,50,450.661785
-1.47213,50,450.779612
-1.8839,50,450.909063
-1.719167,50,451.025245
-1.437762,50,451.13635
-1.487331,50,451.263193
-1.615028,50,451.396034
-1.503999,50,451.506979
-1.552356,50,451.636816
-1.876553,50,451.756705
-1.684968,50,451.884535
-2.038721,50,452.034328
-1.551404,50,452.172972
-1.4628,50,452.299492
-1.632717,50,452.444648
-1.361777,50,452.578454
-1.56378,50,453.07776
-1.539274,50,453.264015
-1.63768,50,453.425364
-1.383064,50,453.630275
-1.3756,50,453.792911
-1.677333,50,453.969254
-1.498483,50,454.097456
-1.413276,50,454.219687
-1.457211,50,454.348803
-1.536935,50,454.477134
-1.463698,50,454.60433
-1.357082,50,454.731719
-1.397762,50,454.873346
-1.231899,50,454.995425
-1.243465,50,455.118074
-1.349602,50,455.239098
-1.36773,50,455.3594
-1.670759,50,455.493572
-1.667012,50,455.639527
-1.578126,50,455.775938
-1.245713,50,455.939017
-1.651907,50,456.513596
-1.404632,50,456.75268
-1.96271,50,456.934816
-1.274507,50,457.069369
-1.793333,50,457.23285
-1.438424,50,457.391545
-1.497818,50,457.515689
-1.513175,50,457.644079
-1.347944,50,457.78953
-1.404628,50,457.928332
-1.589013,50,458.042109
-1.25671,50,458.169329
-1.281028,50,458.294097
-1.517973,50,458.425702
-1.564721,50,458.551013
-1.326657,50,458.68443
-1.714697,50,458.833404
-1.377176,50,458.949365
-1.431913,50,459.08181
-1.593803,50,459.232376
-1.623787,50,459.742982
-1.572636,50,459.946636
-1.497731,50,460.090918
-1.370605,50,460.239694
-1.52599,50,460.401487
-1.787763,50,460.706635
-1.630252,50,460.887442
-1.283413,50,460.998705
-1.281931,50,461.117393
-1.626834,50,461.260789
-1.271817,50,461.381809
-1.41907,50,461.508489
-1.424094,50,461.631889
-1.465199,50,461.759119
-1.490508,50,461.889849
-1.314262,50,462.018988
-1.550191,50,462.153183
-1.361459,50,462.290951
-1.264597,50,462.412886
-1.578719,50,462.633113
-1.373929,50,462.778884
-1.279433,50,463.297869
-1.432208,50,463.462259
-1.547861,50,463.607762
-1.561627,50,463.768395
-1.537794,50,463.951279
-1.493759,50,464.080994
-1.357264,50,464.209912
-1.512994,50,464.318866
-1.406091,50,464.433757
-1.279089,50,464.546898
-1.548749,50,464.68131
-1.587051,50,464.81213
-1.745154,50,464.940224
-1.604242,50,465.05617
-1.225348,50,465.17415
-1.940979,50,465.327014
-1.520968,50,465.463728
-1.273665,50,465.591114
-1.433034,50,465.71682
-1.404775,50,465.849369
-1.365962,50,466.328021
-1.521966,50,466.527574
-1.31524,50,466.708324
-1.713844,50,466.880133
-1.510924,50,467.029872
-1.642601,50,467.198545
-1.525712,50,467.333447
-1.410143,50,467.449884
-1.368571,50,467.574509
-1.660682,50,467.696269
-1.43349,50,467.862431
-1.373717,50,467.990167
-1.606087,50,468.108814
-1.615722,50,468.249945
-1.52372,50,468.367989
-1.364993,50,468.495973
-1.642324,50,468.618083
-1.282325,50,468.740438
-1.55497,50,468.873962
-1.88268,50,469.016443
-1.657776,50,469.142371
-1.454415,50,469.680301
-1.43478,50,469.87305
-1.392212,50,470.049985
-1.321664,50,470.198276
-1.628691,50,470.344964
-1.613849,50,470.490026
-1.45868,50,470.631698
-1.459374,50,470.759645
-1.588335,50,470.900673
-1.461319,50,471.021733
-1.547843,50,471.143548
-1.606533,50,471.280046
-1.39975,50,471.425027
-1.465818,50,471.555108
-1.332765,50,471.705054
-1.504267,50,471.895618
-1.612954,50,472.043354
-1.397158,50,472.179451
-2.045014,50,472.336651
-1.666155,50,472.458179
-1.543831,50,473.110464
-1.331617,50,473.329482
-1.427856,50,473.503553
-1.40521,50,473.68601
-1.413936,50,473.893958
-1.27498,50,474.031922
-1.578289,50,474.175993
-1.342404,50,474.309191
-1.264784,50,474.426804
-1.647421,50,474.538505
-1.676186,50,474.667918
-1.398094,50,474.817463
-1.415336,50,474.944529
-1.461595,50,475.063157
-1.860258,50,475.215208
-1.372213,50,475.34479
-1.929384,50,475.497179
-1.709785,50,475.645113
-1.415377,50,475.785603
-1.314897,50,475.936421
-1.270262,50,476.073664
-1.34234,50,476.682101
-1.257785,50,476.892921
-1.587382,50,477.085603
-1.419992,50,477.261018
-2.050869,50,477.459902
-1.56074,50,477.586094
-1.406964,50,477.711982
-1.421965,50,477.851012
-1.294806,50,477.970906
-1.44226,50,478.11633
-1.424463,50,478.256923
-1.373878,50,478.398437
-1.979095,50,478.562841
-1.62539,50,478.705515
-1.322031,50,478.855411
-1.467206,50,478.978582
-1.219647,50,479.092787
-1.439893,50,479.210651
-1.438109,50,479.320577
-1.585671,50,479.453087
-1.628539,50,480.011319
-1.312941,50,480.2066
-1.451977,50,480.341597
-1.553987,50,480.516615
-1.447278,50,480.678957
-1.529862,50,480.908817
-1.41761,50,481.050119
-1.523061,50,481.186898
-1.69086,50,481.330914
-1.402283,50,481.465562
-1.219337,50,481.590733
-1.086827,50,481.744794
-1.628666,50,481.884387
-1.344223,50,482.01215
-1.425967,50,482.153806
-1.427672,50,482.297213
-1.606531,50,482.416602
-1.102697,50,482.54436
-1.496761,50,482.653877
-1.396377,50,482.774801
-1.458573,50,482.907866
-1.28544,50,483.531004
-1.316176,50,483.738045
-1.527044,50,483.940447
-1.508998,50,484.131588
-1.458983,50,484.305081
-1.44321,50,484.415615
-1.665554,50,484.539236
-1.291793,50,484.658989
-1.400931,50,484.771555
-1.56796,50,484.898992
-1.670884,50,485.034034
-1.255901,50,485.163307
-1.289469,50,485.30995
-1.639437,50,485.454839
-1.281539,50,485.579375
-1.417939,50,485.707491
-1.337719,50,485.899261
-1.551965,50,486.092658
-1.369965,50,486.239519
-1.675688,50,486.362649
-1.491554,50,486.964816
-1.313128,50,487.209129
-1.564129,50,487.3981
-1.366918,50,487.569492
-1.42363,50,487.766513
-1.879199,50,487.933249
-1.956377,50,488.077932
-1.412275,50,488.215999
-1.560367,50,488.342024
-1.634933,50,488.469101
-1.315089,50,488.606904
-1.604617,50,488.752043
-1.398545,50,488.889149
-1.375015,50,489.017601
-1.39155,50,489.144998
-1.428906,50,489.261029
-1.551308,50,489.395443
-1.352711,50,489.529372
-1.616005,50,489.671233
-1.390994,50,489.786476
-1.519586,50,489.933517
-1.58451,50,490.582684
-1.42215,50,490.780596
-1.502904,50,490.977676
-1.448521,50,491.160099
-1.309198,50,491.332687
-1.480462,50,491.447735
-1.375734,50,491.582759
-1.29234,50,491.713082
-1.398249,50,491.848673
-1.605568,50,491.975937
-1.478018,50,492.110544
-1.321903,50,492.25039
-1.222693,50,492.38564
-1.266849,50,492.516759
-1.324935,50,492.647982
-1.474031,50,492.776981
-1.211647,50,492.906719
-1.995046,50,493.042775
-1.624313,50,493.179832
-1.493283,50,493.310501
-1.592578,50,493.914369
-1.769331,50,494.146454
-1.51978,50,494.342078
-1.437892,50,494.535947
-1.564128,50,494.720532
-1.409399,50,494.845029
-1.406708,50,494.968581
-1.383581,50,495.094164
-1.736292,50,495.255616
-1.420875,50,495.397439
-1.38003,50,495.544209
-1.360998,50,495.677995
-1.603527,50,495.825673
-1.80184,50,495.959363
-1.41344,50,496.093091
-1.60733,50,496.221937
-1.539696,50,496.345382
-1.590532,50,496.482737
-1.474646,50,496.633031
-1.3771,50,496.766989
-1.451706,50,496.899595
-1.468627,50,497.53652
-1.559733,50,497.706824
-1.403792,50,497.896521
-1.54961,50,498.100057
-1.548532,50,498.262451
-2.23786,50,498.512142
-2.022987,50,498.730723
-1.592887,50,498.993138
-1.389759,50,499.108254
-1.429879,50,499.252146
-1.527687,50,499.391112
-1.516424,50,499.524404
-1.476267,50,499.654147
-1.456962,50,499.797431
-1.467283,50,499.933267
-1.470986,50,500.056973
-1.79406,50,500.190685
-1.37581,50,500.32689
-1.391714,50,500.439941
-1.417548,50,500.566654
-1.469257,50,501.167071
-1.260989,50,501.382334
-1.451837,50,501.5827
-1.927192,50,501.772292
-1.345106,50,501.969169
-1.262781,50,502.104892
-1.70497,50,502.24532
-1.687714,50,502.382915
-1.517804,50,502.506691
-1.389548,50,502.657436
-1.248715,50,502.794571
-1.5391,50,502.925188
-1.701042,50,503.063595
-1.338793,50,503.196093
-1.363212,50,503.328484
-1.572642,50,503.454651
-1.355512,50,503.585842
-1.442955,50,503.724004
-1.443013,50,503.851648
-1.239118,50,503.972531
-1.559671,50,504.102839
-1.57273,50,504.686766
-1.49195,50,504.895726
-1.194204,50,505.08189
-1.479813,50,505.261929
-1.347545,50,505.431367
-1.375595,50,505.564955
-1.441738,50,505.707865
-1.231584,50,505.831774
-1.422335,50,505.957591
-1.268505,50,506.0712
-1.357091,50,506.192907
-1.685353,50,506.346663
-1.562078,50,506.464659
-1.522811,50,506.599144
-1.487415,50,506.75017
-1.311668,50,506.884251
-1.284141,50,507.007013
-1.306618,50,507.136794
-1.450531,50,507.275784
-1.541724,50,507.403328
-1.245668,50,508.043092
-1.386305,50,508.237582
-1.252592,50,508.429726
-1.490632,50,508.631059
-1.391657,50,508.840878
-1.809154,50,508.987737
-1.231085,50,509.124943
-1.437452,50,509.262361
-1.463824,50,509.383873
-1.414954,50,509.504468
-1.210447,50,509.637548
-1.493841,50,509.759255
-1.314682,50,509.890438
-1.396193,50,510.002712
-1.164646,50,510.1222
-1.39263,50,510.240135
-1.272566,50,510.367358
-1.281858,50,510.49948
-1.349834,50,510.622
-1.317512,50,510.756429
-1.381987,50,511.318999
-1.305027,50,511.543793
-1.46282,50,511.712681
-1.490943,50,511.93771
-1.379762,50,512.107033
-1.306642,50,512.450946
-1.445882,50,512.636189
-1.336216,50,512.776636
-1.673659,50,512.940296
-1.418171,50,513.131898
-1.356576,50,513.272805
-1.238335,50,513.406858
-1.182721,50,513.550994
-1.311535,50,513.704443
-1.081089,50,513.858653
-1.395466,50,514.006155
-1.18466,50,514.146052
-1.392606,50,514.283017
-1.395282,50,514.425047
-1.412849,50,514.572828
-1.327167,50,514.760066
-1.211663,50,515.474684
-1.401223,50,515.753631
-1.709163,50,516.010895
-1.522299,50,516.198238
-1.4389,50,516.343395
-1.573181,50,516.459527
-1.351394,50,516.598737
-1.419811,50,516.72979
-1.173615,50,516.870232
-1.297303,50,516.999757
-1.372785,50,517.133494
-1.486177,50,517.2534
-1.212303,50,517.384754
-1.505677,50,517.516742
-1.287175,50,517.658976
-1.386891,50,517.79689
-1.333181,50,517.943022
-1.651556,50,518.064608
-1.455657,50,518.188725
-1.255952,50,518.312843
-1.309726,50,519.116271
-1.97963,50,519.448109
-1.199013,50,519.637286
-1.397334,50,519.868459
-1.327298,50,520.038578
-1.18429,50,520.193835
-1.373043,50,520.314778
-1.50194,50,520.473314
-1.430661,50,520.658029
-1.277711,50,520.814684
-1.400811,50,520.954293
-1.090883,50,521.09991
-1.453467,50,521.262614
-1.280864,50,521.380096
-1.433314,50,521.519578
-1.325709,50,521.675771
-1.958394,50,521.873899
-1.459643,50,522.008894
-1.476484,50,522.217766
-1.483957,50,522.359601
-1.516778,50,522.552623
-1.431767,50,523.275713
-1.391398,50,523.466637
-1.78647,50,523.647167
-1.452649,50,523.808054
-1.437896,50,524.018688
-1.759152,50,524.164538
-1.24778,50,524.289813
-1.258005,50,524.448143
-1.417907,50,524.576384
-1.478001,50,524.765935
-1.33008,50,524.883662
-1.364636,50,525.045315
-1.45495,50,525.206871
-1.265018,50,525.34888
-1.293146,50,525.506117
-1.318178,50,525.664661
-1.390524,50,525.85321
-1.568106,50,526.018636
-1.424348,50,526.252568
-1.474573,50,526.472669
-1.480844,50,527.378401
-1.319383,50,527.661071
-1.430252,50,527.881047
-1.30065,50,528.07454
-1.377313,50,528.291728
-1.22809,50,528.443744
-1.326422,50,528.587174
-1.318613,50,528.759449
-1.236184,50,528.972783
-1.366526,50,529.087802
-1.571047,50,529.26837
-1.407695,50,529.479049
-1.227502,50,529.700309
-1.459517,50,529.884376
-1.356178,50,530.099695
-1.502271,50,530.227164
-1.377713,50,530.396753
-1.528258,50,530.694177
-1.446864,50,530.954903
-1.633599,50,531.167037
-1.338951,50,531.291855
-1.291312,50,531.980822
-1.416479,50,532.20863
-1.525883,50,532.39927
-1.283774,50,532.60796
-1.274545,50,532.851271
-1.370517,50,532.96904
-1.315909,50,533.091251
-1.413479,50,533.214772
-1.234072,50,533.346757
-1.433767,50,533.470304
-1.252927,50,533.613108
-1.25366,50,533.762435
-1.280187,50,533.900092
-1.316315,50,534.039591
-1.292246,50,534.166537
-1.457493,50,534.293584
-1.32014,50,534.427014
-1.344015,50,534.553402
-1.197892,50,534.718634
-1.612346,50,534.846802
-1.413411,50,535.370346
-1.14576,50,535.582236
-1.342278,50,535.7441
-1.180457,50,535.940732
-1.57584,50,536.11463
-1.413387,50,536.274152
-1.305763,50,536.415843
-1.213665,50,536.549345
-1.583355,50,536.670652
-1.261845,50,536.806864
-1.568058,50,536.963249
-1.315429,50,537.086922
-1.222146,50,537.226243
-1.322492,50,537.347847
-1.333019,50,537.467404
-1.524766,50,537.604517
-1.393817,50,537.729915
-1.328556,50,537.85789
-1.18149,50,537.997898
-1.362021,50,538.13043
-1.394275,50,538.276018
-1.376651,50,538.890879
-1.558877,50,539.056627
-1.402112,50,539.193812
-1.597068,50,539.307861
-1.367055,50,539.428764
-1.457967,50,539.573249
-1.434786,50,539.698884
-1.44219,50,539.816817
-1.403762,50,539.936059
-1.131902,50,540.074358
-1.366196,50,540.191454
-1.44261,50,540.312117
-1.40722,50,540.430547
-1.478065,50,540.55998
-1.265709,50,540.690037
-1.310568,50,540.804822
-1.177451,50,540.930604
-1.350765,50,541.054333
-1.35403,50,541.175803
-1.302502,50,541.301355
-1.39927,50,541.830614
-1.244039,50,542.063646
-1.32147,50,542.274989
-1.294789,50,542.42315
-1.251132,50,542.578892
-1.348051,50,542.744947
-1.741992,50,542.900558
-1.292865,50,543.033711
-1.234057,50,543.151015
-1.25477,50,543.281921
-1.681089,50,543.417967
-1.382839,50,543.541797
-1.365589,50,543.678164
-1.322619,50,543.813645
-1.36027,50,543.95678
-1.260443,50,544.104972
-1.284137,50,544.243487
-1.280637,50,544.369169
-1.779176,50,544.521253
-1.374061,50,544.664004
-1.311988,50,544.802429
-1.229925,50,545.427444
-1.401063,50,545.630195
-1.34765,50,545.813155
-1.34769,50,546.028309
-1.129838,50,546.23392
-1.192682,50,546.3552
-1.149734,50,546.476727
-1.289183,50,546.603318
-1.261532,50,546.738159
-1.315967,50,546.890403
-1.517469,50,547.01699
-1.320793,50,547.137812
-1.417783,50,547.262296
-1.307177,50,547.390388
-1.463173,50,547.519052
-1.157839,50,547.650425
-1.505958,50,547.892977
-1.365536,50,548.026201
-1.423095,50,548.282787
-1.172009,50,548.422948
-1.448257,50,549.010871
-1.537886,50,549.247693
-1.320765,50,549.404206
-1.168036,50,549.55126
-1.395227,50,549.71301
-1.542382,50,549.943151
-1.204974,50,550.06546
-1.427148,50,550.195483
-1.230038,50,550.326347
-1.207329,50,550.458273
-1.372218,50,550.599564
-1.376354,50,550.759609
-1.465375,50,550.912974
-1.551518,50,551.051055
-1.321089,50,551.174417
-1.504369,50,551.296999
-1.22732,50,551.421672
-1.111308,50,551.545484
-1.170596,50,551.675162
-1.397609,50,551.799423
-1.300308,50,551.932198
-1.839515,50,552.547251
-1.489342,50,552.739157
-1.506859,50,552.911815
-1.558742,50,553.089119
-1.417189,50,553.258054
-1.316298,50,553.388281
-1.298153,50,553.506811
-1.463537,50,553.656757
-1.368244,50,553.793653
-1.275957,50,553.923851
-1.430748,50,554.048588
-1.371418,50,554.17118
-1.347406,50,554.296792
-1.252771,50,554.439406
-1.313418,50,554.575612
-1.425307,50,554.709644
-1.389913,50,554.839838
-1.533276,50,554.995885
-1.479839,50,555.131129
-1.392672,50,555.278277
-1.333328,50,555.793375
-1.742159,50,556.03013
-1.256811,50,556.184486
-1.341379,50,556.354574
-1.359932,50,556.505651
-1.414269,50,556.67837
-1.160235,50,556.808557
-1.374106,50,556.928315
-1.269155,50,557.049239
-1.433454,50,557.171432
-1.355717,50,557.292076
-1.371991,50,557.416742
-1.870964,50,557.552835
-1.252551,50,557.678606
-1.164207,50,557.806735
-1.551534,50,557.953486
-1.419431,50,558.08584
-1.481076,50,558.226721
-1.396613,50,558.358097
-1.280638,50,558.47694
-1.162009,50,558.602793
-1.432275,50,559.157026
-1.3502,50,559.335086
-1.350651,50,559.510065
-1.278794,50,559.671912
-1.513721,50,559.864873
-1.386274,50,560.03491
-1.318726,50,560.162084
-1.370942,50,560.316107
-1.408982,50,560.450683
-1.346715,50,560.571502
-1.466483,50,560.697174
-1.286665,50,560.832033
-1.842222,50,560.965267
-1.626222,50,561.104973
-1.272406,50,561.23684
-1.303331,50,561.361301
-1.366582,50,561.53219
-1.535581,50,561.886113
-1.165234,50,562.063734
-1.151026,50,562.185884
-1.461592,50,562.735471
-1.437662,50,562.948938
-1.610527,50,563.100383
-1.578595,50,563.316172
-1.295943,50,563.493842
-1.246072,50,563.642867
-1.518862,50,563.777305
-1.283036,50,563.900706
-1.255544,50,564.030815
-1.414423,50,564.166727
-1.766164,50,564.348765
-1.275236,50,564.47727
-1.152001,50,564.632233
-1.281283,50,564.759228
-1.119338,50,564.900329
-1.626951,50,565.042579
-1.219804,50,565.168428
-1.943272,50,565.318931
-1.530695,50,565.479193
-1.344723,50,565.608329
-1.304909,50,565.748878
-1.60292,50,566.395034
-1.202972,50,566.548658
-1.234375,50,566.736082
-1.332377,50,566.91253
-1.303683,50,567.07877
-1.504644,50,567.225312
-1.291357,50,567.398082
-1.318553,50,567.552346
-1.220636,50,567.671738
-1.411655,50,567.800712
-1.203606,50,567.950557
-1.280411,50,568.099958
-1.335646,50,568.275174
-1.164718,50,568.422767
-1.400327,50,568.546432
-1.626876,50,568.704825
-1.125017,50,568.838282
-1.24255,50,568.966569
-1.27223,50,569.075193
-1.36478,50,569.191248
-1.238191,50,569.814341
-1.190356,50,570.009638
-1.468345,50,570.136017
-1.271314,50,570.258755
-1.088662,50,570.393911
-1.271836,50,570.554311
-1.305078,50,570.732777
-1.36362,50,570.869725
-1.336344,50,570.982361
-1.416027,50,571.09268
-1.425979,50,571.225707
-1.349268,50,571.340809
-1.189286,50,571.565357
-1.259416,50,571.810562
-1.312814,50,572.094479
-1.504231,50,572.279492
-1.336229,50,572.47073
-1.293397,50,572.66688
-1.263902,50,572.819939
-1.334736,50,573.010475
-1.296901,50,573.133092
-1.471013,50,573.764521
-1.302819,50,573.999158
-1.264153,50,574.180629
-1.492288,50,574.363311
-1.262608,50,574.561954
-1.405392,50,574.692731
-1.213337,50,574.879691
-1.148394,50,575.053194
-1.563369,50,575.187144
-1.393415,50,575.33139
-1.290233,50,575.543406
-1.442809,50,575.695719
-1.401717,50,575.853487
-1.268555,50,576.101336
-1.408792,50,576.334773
-1.308615,50,576.491526
-1.351649,50,576.628307
-1.271697,50,576.778064
-1.379424,50,576.908004
-1.335757,50,577.034899
-1.167746,50,577.816916
-1.110893,50,578.143534
-1.257541,50,578.391994
-1.286112,50,578.618767
-1.228321,50,578.764434
-1.248975,50,578.93219
-1.388436,50,579.100189
-1.107715,50,579.229414
-1.313641,50,579.379997
-1.434967,50,579.499843
-1.394812,50,579.646199
-1.302448,50,579.801347
-1.238819,50,579.934829
-1.325951,50,580.066956
-1.204644,50,580.197184
-1.334037,50,580.321789
-1.331791,50,580.463486
-1.446055,50,580.598181
-1.140207,50,580.729771
-1.220517,50,580.873634
-1.249667,50,580.990094
-1.30758,50,581.692028
-1.258874,50,581.898232
-1.308881,50,582.081678
-1.202209,50,582.275459
-1.538818,50,582.429389
-1.382256,50,582.590654
-1.453819,50,582.730797
-1.280221,50,582.864381
-1.423938,50,582.994601
-1.443466,50,583.112588
-1.347505,50,583.244081
-1.486562,50,583.378538
-1.22509,50,583.509165
-1.267433,50,583.657146
-1.438125,50,583.792254
-1.187471,50,583.919263
-1.345933,50,584.036009
-1.471741,50,584.149956
-1.229252,50,584.283233
-1.286612,50,584.415399
-1.251547,50,584.986591
-1.218323,50,585.179586
-1.398237,50,585.338179
-1.349193,50,585.51616
-1.187783,50,585.670081
-1.353213,50,585.848373
-1.166409,50,585.995934
-1.426589,50,586.116832
-1.331533,50,586.239598
-1.459453,50,586.368772
-1.342458,50,586.48642
-1.289081,50,586.613805
-1.208985,50,586.745854
-1.192741,50,586.886261
-1.132635,50,586.998378
-1.308326,50,587.121693
-1.315171,50,587.253907
-1.231766,50,587.382347
-1.525864,50,587.515724
-1.203937,50,587.636406
-1.157233,50,587.776259
-1.322903,50,588.376163
-1.142565,50,588.521451
-1.506055,50,588.677773
-1.217214,50,588.859509
-1.341507,50,589.033206
-1.33254,50,589.188609
-1.068481,50,589.324043
-1.232769,50,589.472146
-1.201779,50,589.595449
-1.442578,50,589.722556
-1.301276,50,589.869632
-1.231799,50,589.988652
-1.24059,50,590.110596
-1.684619,50,590.252243
-1.073026,50,590.371899
-1.153264,50,590.498867
-1.264597,50,590.615471
-1.525404,50,590.743853
-1.091506,50,590.890476
-1.189134,50,591.022007
-1.361853,50,591.548878
-1.31398,50,591.744156
-1.16929,50,591.932736
-1.262546,50,592.083384
-1.118684,50,592.266255
-1.317656,50,592.435684
-1.327518,50,592.574358
-1.387667,50,592.691185
-1.516515,50,592.827416
-1.307888,50,592.954345
-1.449625,50,593.07399
-1.26174,50,593.197592
-1.18876,50,593.327621
-1.219197,50,593.46415
-1.268726,50,593.593286
-1.093003,50,593.729232
-1.272312,50,593.858742
-1.364999,50,594.021809
-1.236118,50,594.18234
-1.240407,50,594.327989
-1.415234,50,594.49127
-1.511238,50,595.17692
-1.332319,50,595.39932
-1.439814,50,595.651649
-1.347583,50,595.87342
-1.195472,50,596.054927
-1.406903,50,596.185026
-1.301804,50,596.321662
-1.312653,50,596.4655
-1.601958,50,596.618317
-1.209331,50,596.765024
-1.237018,50,596.899613
-1.375845,50,597.049277
-1.302728,50,597.191377
-1.314811,50,597.3484
-1.269447,50,597.488333
-1.329845,50,597.632581
-1.239957,50,597.781433
-1.289281,50,597.911725
-1.374091,50,598.066625
-1.475463,50,598.256337
-1.442722,50,599.153714
-1.390287,50,599.314571
-1.208488,50,599.46054
-1.395252,50,599.643359
-1.346969,50,599.859686
-1.188167,50,599.980788
-1.033791,50,600.125664
-1.289547,50,600.35733
-1.183906,50,600.483418
-1.378539,50,600.61322
-1.323247,50,600.743202
-1.326481,50,600.879979
-1.354809,50,600.996823
-1.278627,50,601.108403
-1.398301,50,601.245301
-1.34362,50,601.37805
-1.233998,50,601.488506
-1.377851,50,601.696424
-1.39417,50,601.814797
-1.306085,50,601.956334
-1.15195,50,602.613378
-2.044503,50,602.965371
-1.178395,50,603.193903
-1.12309,50,603.404248
-1.32939,50,603.566755
-1.249713,50,603.73862
-1.316223,50,603.947846
-1.354066,50,604.09375
-1.162724,50,604.237325
-1.257317,50,604.359979
-1.279187,50,604.485487
-1.266571,50,604.634759
-1.329176,50,604.777727
-1.441272,50,604.944143
-1.183355,50,605.064153
-1.289711,50,605.208036
-1.422773,50,605.374356
-1.943486,50,605.517977
-1.278231,50,605.687946
-1.192013,50,605.896428
-1.315006,50,606.05882
-1.246652,50,606.94681
-1.10297,50,607.306829
-1.105525,50,607.620304
-1.149191,50,607.790866
-1.358258,50,607.988045
-1.425517,50,608.163743
-1.23468,50,608.340079
-1.40481,50,608.481405
-1.205351,50,608.656743
-1.242634,50,608.798492
-1.282714,50,608.933299
-1.198575,50,609.06234
-1.115912,50,609.198727
-1.375581,50,609.323754
-1.404141,50,609.441264
-1.175977,50,609.569381
-1.188383,50,609.696703
-1.362027,50,609.839105
-1.098142,50,609.962801
-1.283857,50,610.090411
-1.870176,50,610.614763
-1.396688,50,610.837173
-1.262536,50,611.012294
-1.14861,50,611.175185
-1.306483,50,611.352764
-1.588617,50,611.502382
-1.230493,50,611.642203
-1.489393,50,611.770533
-1.216397,50,611.944022
-1.228758,50,612.069679
-1.362346,50,612.216853
-1.065593,50,612.360226
-1.11101,50,612.502708
-1.190327,50,612.625453
-1.284785,50,612.794235
-1.130652,50,612.94277
-1.219753,50,613.101467
-1.233559,50,613.237316
-1.378505,50,613.377961
-1.214973,50,613.557716
-1.443153,50,613.758855
-1.247336,50,614.496634
-1.096885,50,614.725062
-1.222462,50,614.993069
-1.335017,50,615.210066
-1.228548,50,615.342402
-1.007073,50,615.519994
-1.381459,50,615.668488
-1.028838,50,615.799134
-1.200499,50,615.923162
-1.217924,50,616.060513
-1.238519,50,616.184741
-1.333209,50,616.314803
-1.135747,50,616.440721
-1.401841,50,616.607182
-1.201719,50,616.729105
-1.320488,50,616.882226
-1.239061,50,617.014812
-1.169451,50,617.148911
-1.057551,50,617.288142
-1.326076,50,617.440304
-1.250335,50,618.075858
-1.091025,50,618.324422
-1.171613,50,618.56619
-1.433807,50,618.752025
-1.209737,50,618.979187
-1.248691,50,619.112839
-1.225852,50,619.235461
-1.283193,50,619.375294
-1.306044,50,619.511887
-1.253514,50,619.659255
-1.359238,50,619.847644
-1.274146,50,620.041527
-1.126176,50,620.183517
