#{"t_start": 1784121635.9929411, "env_id": "FetchReachDense-v4"}
r,l,t
-3.331389,50,206.549305
-1.961947,50,206.680867
-3.297257,50,206.823588
-2.467661,50,207.316146
-2.571151,50,207.543763
-3.183601,50,207.682002
-3.134475,50,207.816345
-3.65926,50,207.951596
-2.564601,50,208.110127
-2.365366,50,208.25141
-2.616232,50,208.388921
-2.866543,50,208.523734
-2.358615,50,208.677144
-2.066833,50,208.813385
-2.143831,50,208.956779
-2.474158,50,209.084373
-2.335622,50,209.216777
-2.235519,50,209.352597
-2.823118,50,209.500898
-2.576865,50,209.635879
-2.468063,50,209.75612
-2.445033,50,209.89433
-2.815215,50,210.020183
-2.341924,50,210.168115
-2.439344,50,210.634665
-1.960334,50,210.793626
-2.471719,50,210.916366
-2.156124,50,211.052981
-2.578806,50,211.183745
-3.002182,50,211.29405
-2.504387,50,211.411145
-2.687378,50,211.538532
-2.411417,50,211.677304
-2.147956,50,211.811396
-2.132226,50,211.92538
-2.290357,50,212.045382
-2.780026,50,212.163454
-2.398284,50,212.277167
-2.562943,50,212.403907
-2.807416,50,212.534951
-2.574097,50,212.680216
-2.449723,50,212.813774
-2.803684,50,212.958464
-2.776782,50,213.074361
-2.149229,50,213.681957
-2.689146,50,213.952965
-2.219639,50,214.071872
-2.565983,50,214.291891
-2.454294,50,214.431141
-2.791504,50,214.616934
-2.13755,50,214.838153
-2.615338,50,214.962123
-2.690389,50,215.101964
-2.235772,50,215.239823
-2.758073,50,215.411081
-2.316431,50,215.677511
-2.534371,50,216.030602
-2.102931,50,216.219783
-2.518843,50,216.382117
-2.582782,50,216.531185
-2.58643,50,216.67211
-2.242021,50,216.944402
-2.515935,50,217.148995
-2.848967,50,217.308582
-4.015247,50,217.477623
-2.99879,50,218.160483
-2.843555,50,218.312468
-2.281517,50,218.539834
-2.468109,50,218.742163
-2.525161,50,218.948847
-2.958885,50,219.09773
-2.585181,50,219.244727
-2.523349,50,219.411666
-2.601149,50,219.573464
-2.389412,50,219.736484
-1.968859,50,219.897968
-2.511448,50,220.036463
-2.188145,50,220.178278
-3.434138,50,220.320871
-2.476733,50,220.592334
-2.183254,50,221.024816
-2.710222,50,221.553988
-2.764291,50,221.846044
-2.885716,50,222.169058
-2.010865,50,222.468153
-2.162828,50,223.692496
-2.565978,50,224.15288
-2.20426,50,224.408648
-2.159387,50,224.639508
-2.698732,50,224.850364
-2.742359,50,225.0778
-2.493978,50,225.355479
-2.250112,50,225.686152
-2.369405,50,226.063613
-2.059534,50,226.389041
-2.715347,50,226.748484
-2.694769,50,227.122722
-2.377665,50,227.462023
-2.455355,50,227.730126
-2.808198,50,228.020108
-2.415799,50,228.373293
-2.573842,50,228.829942
-2.608245,50,229.345662
-1.532798,50,229.637994
-2.37889,50,229.979512
-2.406243,50,230.232684
-2.476764,50,231.753953
-1.960971,50,232.223408
-2.094126,50,232.629844
-3.025701,50,232.988109
-2.719363,50,233.254161
-2.046447,50,233.5988
-2.596285,50,233.888818
-2.324243,50,234.215484
-2.002487,50,234.520795
-2.041209,50,234.725619
-2.141872,50,234.941932
-1.983029,50,235.125831
-2.555732,50,235.355496
-2.11961,50,235.629237
-2.256563,50,235.825995
-1.918213,50,236.047924
-2.18405,50,236.243982
-2.157602,50,236.444827
-2.429014,50,236.709873
-1.778941,50,236.929896
-2.405132,50,238.478086
-2.359268,50,238.826819
-2.294946,50,239.121899
-2.490337,50,239.490803
-2.272351,50,239.76552
-2.617933,50,240.030041
-2.407058,50,240.430945
-2.442971,50,240.781828
-2.149624,50,241.047736
-2.233275,50,241.414046
-2.488163,50,241.911556
-2.797252,50,242.332268
-2.379751,50,242.672096
-2.600166,50,242.996105
-2.632871,50,243.292861
-2.17158,50,243.515738
-2.342708,50,243.793067
-2.02398,50,244.103089
-1.953466,50,244.361429
-2.72575,50,244.68095
-2.084467,50,245.072349
-2.558837,50,246.22698
-1.978359,50,246.591558
-2.639004,50,246.919225
-2.370743,50,247.216808
-2.566105,50,247.448948
-2.396906,50,247.735651
-2.978916,50,248.07884
-2.122466,50,248.281109
-2.622236,50,248.614995
-2.158302,50,249.009062
-1.953517,50,249.351234
-2.517501,50,249.750679
-2.801688,50,250.156638
-2.303223,50,250.480405
-2.267924,50,250.697502
-2.265243,50,250.890363
-2.676177,50,251.066922
-2.06832,50,251.229474
-2.404963,50,251.510875
-1.923546,50,251.672141
-2.305945,50,252.642906
-2.1194,50,253.005048
-1.943824,50,253.340088
-2.160421,50,253.612748
-2.441691,50,254.006111
-2.697907,50,254.347083
-2.178373,50,254.785295
-2.764395,50,255.193392
-2.681719,50,255.544868
-2.287685,50,256.014996
-2.491356,50,256.51936
-2.615833,50,256.819708
-1.984048,50,257.094901
-2.477651,50,257.569731
-2.164544,50,258.096372
-2.451946,50,258.573707
-1.918603,50,259.061023
-2.441743,50,259.575658
-2.236846,50,260.30414
-2.371275,50,260.982315
-2.010556,50,261.524136
-2.114448,50,265.083743
-2.280789,50,265.436252
-2.754013,50,265.784599
-2.545587,50,266.185419
-2.230148,50,266.530915
-2.450342,50,266.977746
-2.096684,50,267.284062
-2.607903,50,267.570381
-2.539359,50,267.845423
-2.235942,50,268.140559
-2.563,50,268.410156
-2.489501,50,268.720116
-2.503531,50,269.038344
-2.818888,50,269.264963
-2.488895,50,269.430235
-2.291551,50,269.67018
-1.628748,50,269.839677
-2.881946,50,270.007735
-2.254188,50,270.176711
-2.447051,50,270.388548
-2.107031,50,271.175624
-2.289653,50,271.437793
-2.486073,50,271.676987
-2.392554,50,271.951533
-2.219848,50,272.16628
-1.921281,50,272.364288
-1.896464,50,272.54388
-2.291941,50,272.706924
-2.337319,50,272.896093
-2.223178,50,273.073922
-2.524951,50,273.24252
-2.165265,50,273.394324
-1.942902,50,273.560495
-2.308811,50,273.729075
-1.750508,50,273.92264
-2.092194,50,274.10158
-2.363995,50,274.306083
-2.045814,50,274.498569
-2.212098,50,274.721161
-2.02817,50,274.952691
-2.437703,50,275.118308
-1.722204,50,275.844975
-1.97738,50,276.089165
-2.842531,50,276.411865
-2.111185,50,276.659134
-2.692295,50,276.897973
-2.165791,50,277.121657
-2.154128,50,277.333598
-1.96206,50,277.505975
-1.98023,50,277.675287
-2.099689,50,277.888761
-2.210537,50,278.088756
-1.982183,50,278.279412
-1.910444,50,278.492545
-2.206282,50,278.674763
-2.410408,50,278.856706
-1.892704,50,279.055817
-2.658393,50,279.221856
-2.187473,50,279.38526
-2.034487,50,279.555824
-2.336973,50,279.740191
-2.235112,50,280.477119
-2.544386,50,280.838612
-1.861443,50,281.13945
-2.65624,50,281.401872
-1.986483,50,281.611154
-1.89285,50,281.789301
-1.905625,50,281.951846
-2.406638,50,282.113475
-2.625092,50,282.323581
-2.391526,50,282.526526
-2.420963,50,282.70287
-1.888382,50,282.91274
-2.060388,50,283.072089
-2.127252,50,283.238366
-2.18012,50,283.418965
-1.895228,50,283.611675
-2.20302,50,283.886492
-2.22312,50,284.120564
-2.255618,50,284.361765
-2.114103,50,284.813868
-2.284669,50,285.249049
-2.289287,50,286.34894
-2.296876,50,286.716509
-2.699903,50,287.107413
-2.153875,50,287.310791
-1.792506,50,287.581275
-2.196533,50,287.790685
-2.567968,50,288.100184
-2.083065,50,288.347026
-2.189993,50,288.483061
-2.149392,50,288.681787
-2.356702,50,288.958935
-1.878831,50,289.156674
-2.621835,50,289.296929
-1.6325,50,289.552911
-1.68024,50,289.787437
-1.867728,50,289.980039
-2.578172,50,290.222254
-1.674659,50,290.343058
-2.075502,50,290.468032
-1.950248,50,290.630052
-2.664437,50,291.412754
-2.068473,50,291.717198
-2.226472,50,292.033504
-1.802848,50,292.26476
-2.107638,50,292.490141
-2.550629,50,292.633896
-1.711418,50,292.898888
-2.161689,50,293.1083
-2.34611,50,293.427285
-2.265728,50,293.782555
-1.97148,50,294.134736
-2.002554,50,294.457767
-2.10912,50,294.782986
-2.059458,50,294.998202
-2.087908,50,295.118699
-2.076437,50,295.242242
-1.906846,50,295.402762
-2.319438,50,295.55083
-2.43543,50,295.693383
-2.43638,50,295.842646
-1.784671,50,296.046881
-1.854573,50,296.77956
-2.181541,50,297.027222
-2.246893,50,297.228136
-1.780998,50,297.377756
-2.107593,50,297.509578
-2.224915,50,297.646575
-2.400867,50,297.772781
-1.932914,50,297.89995
-2.330333,50,298.050462
-1.749335,50,298.198442
-2.792207,50,298.345454
-2.338797,50,298.50545
-1.861854,50,298.655605
-2.735806,50,298.849485
-2.111053,50,298.975436
-2.047729,50,299.105883
-2.300519,50,299.273908
-1.762167,50,299.409184
-2.314161,50,299.529714
-1.906172,50,299.6595
-1.901577,50,300.310725
-2.333538,50,300.522999
-1.784659,50,300.69739
-2.163677,50,300.896275
-2.166434,50,301.073099
-2.084274,50,301.197546
-1.442941,50,301.329809
-1.904788,50,301.457848
-1.676272,50,301.788676
-2.239577,50,301.911623
-1.957881,50,302.030619
-2.013265,50,302.160841
-1.880788,50,302.272706
-1.942187,50,302.416073
-1.918094,50,302.563947
-1.922326,50,302.689483
-2.031284,50,302.821052
-1.993722,50,302.961807
-2.172608,50,303.092065
-2.033067,50,303.242134
-2.024351,50,303.37885
-2.089682,50,304.053913
-2.064178,50,304.210723
-2.314739,50,304.384579
-2.051448,50,304.554082
-2.395711,50,304.719064
-2.498631,50,304.862486
-2.200065,50,304.983179
-2.115398,50,305.102582
-2.065236,50,305.223872
-2.284604,50,305.351588
-2.225402,50,305.484871
-2.409029,50,305.610315
-1.97511,50,305.757514
-2.626659,50,305.886105
-1.681803,50,306.019399
-2.291646,50,306.154654
-1.996141,50,306.287123
-2.291713,50,306.44309
-1.893185,50,306.585955
-1.917333,50,306.713397
-1.813154,50,307.272211
-2.303198,50,307.501366
-2.279786,50,307.747147
-1.780146,50,307.939343
-1.878966,50,308.088022
-2.272019,50,308.24876
-2.312957,50,308.366293
-1.910561,50,308.474473
-1.920185,50,308.596543
-2.019993,50,308.74052
-2.073709,50,308.884933
-2.005696,50,309.038762
-2.317881,50,309.187786
-1.743256,50,309.321242
-1.832303,50,309.466406
-2.133471,50,309.592163
-1.85396,50,309.700196
-2.41264,50,309.837781
-2.14139,50,309.962474
-2.372466,50,310.073238
-2.15346,50,310.201749
-2.242111,50,310.879017
-1.841911,50,311.076799
-1.851518,50,311.229087
-1.94289,50,311.373043
-1.936076,50,311.53655
-2.381432,50,311.701802
-1.710795,50,311.862082
-2.00004,50,311.993837
-1.97321,50,312.138572
-2.10534,50,312.270391
-2.026706,50,312.39099
-2.068608,50,312.513533
-2.332398,50,312.639099
-1.871962,50,312.756949
-1.751332,50,312.884561
-1.607246,50,313.009535
-1.854503,50,313.143003
-1.970298,50,313.272385
-2.457586,50,313.414043
-1.625661,50,313.54594
-2.069871,50,314.216007
-1.634298,50,314.484511
-1.963457,50,314.710921
-2.454349,50,314.897183
-1.862155,50,315.063514
-2.007909,50,315.196108
-2.318054,50,315.337354
-2.19449,50,315.465175
-1.875307,50,315.61635
-2.268577,50,315.761045
-2.056221,50,315.896524
-2.074721,50,316.053793
-1.935705,50,316.203851
-2.149765,50,316.344044
-1.936949,50,316.495688
-1.991992,50,316.617005
-1.783701,50,316.742342
-1.908345,50,316.88708
-2.115505,50,317.013808
-2.138285,50,317.128263
-2.00319,50,317.251354
-1.699747,50,317.839874
-1.904015,50,318.004413
-1.950148,50,318.15268
-2.149589,50,318.31183
-1.741712,50,318.45835
-2.207257,50,318.634805
-1.852487,50,318.759454
-1.898568,50,318.889819
-1.577672,50,319.016913
-1.837628,50,319.153507
-2.079597,50,319.283687
-2.01233,50,319.410393
-2.070525,50,319.544128
-1.634815,50,319.658612
-1.82036,50,319.790448
-1.818932,50,319.930281
-1.531809,50,320.060844
-1.641258,50,320.190687
-2.544378,50,320.357098
-2.110221,50,320.48026
-2.218822,50,321.036075
-1.571064,50,321.252066
-1.723124,50,321.405542
-1.712078,50,321.564622
-1.943372,50,321.774333
-2.096473,50,321.996946
-1.842426,50,322.218688
-1.944143,50,322.340383
-1.765443,50,322.468772
-2.053394,50,322.630331
-1.673775,50,322.772237
-2.153247,50,322.909106
-2.20532,50,323.03681
-1.771054,50,323.154879
-1.781678,50,323.277355
-1.846532,50,323.395607
-2.065433,50,323.536358
-2.048783,50,323.661381
-1.870646,50,323.782562
-2.148856,50,323.917194
-1.842422,50,324.067239
-2.228721,50,324.627431
-1.68438,50,324.805203
-1.789794,50,325.025307
-1.906357,50,325.168805
-1.977286,50,325.32259
-1.841228,50,325.473777
-1.82482,50,325.600561
-1.815004,50,325.743288
-2.016511,50,325.880517
-2.104475,50,326.015882
-1.772354,50,326.141958
-1.824446,50,326.278903
-2.376286,50,326.409139
-1.867165,50,326.548802
-1.930161,50,326.683997
-1.925657,50,326.836729
-2.275669,50,326.968479
-2.074298,50,327.112377
-1.740153,50,327.250499
-1.986004,50,327.381866
-1.918523,50,328.000664
-2.033563,50,328.201666
-1.948674,50,328.421762
-1.916471,50,328.605976
-2.176291,50,328.784482
-2.022754,50,328.926677
-2.374863,50,329.060728
-1.982781,50,329.195531
-1.926499,50,329.309384
-1.745127,50,329.439107
-1.974302,50,329.570282
-1.680733,50,329.684928
-1.988376,50,329.839073
-1.868418,50,329.96246
-1.789678,50,330.071671
-1.949283,50,330.18282
-1.883063,50,330.295179
-1.802881,50,330.419443
-1.711197,50,330.564926
-1.950811,50,330.691611
-1.954924,50,331.335005
-1.862944,50,331.569788
-1.894835,50,331.726956
-2.15549,50,331.937569
-2.125972,50,332.192157
-2.098553,50,332.357935
-1.73999,50,332.49806
-1.851284,50,332.880877
-1.62368,50,333.260707
-1.962018,50,333.529644
-2.046244,50,333.751454
-1.872446,50,333.903884
-1.77377,50,334.16693
-1.89255,50,334.32577
-2.185665,50,334.50705
-2.223983,50,334.678787
-1.917485,50,334.860861
-1.911292,50,335.016016
-1.788492,50,335.154216
-1.863896,50,335.320647
-1.875731,50,335.649892
-1.952182,50,336.466154
-1.767918,50,336.723349
-1.759657,50,336.950491
-1.745057,50,337.254683
-1.69735,50,337.524712
-1.755168,50,337.682857
-1.547022,50,337.835138
-1.850741,50,337.98177
-1.682007,50,338.133446
-1.78366,50,338.28631
-1.743122,50,338.435111
-1.393747,50,338.600137
-1.754678,50,338.753843
-1.701606,50,338.918125
-2.009891,50,339.085777
-1.852308,50,339.419993
-2.069586,50,339.594422
-1.763629,50,339.764794
-1.769934,50,339.951815
-1.796418,50,340.106103
-1.889905,50,341.186452
-2.021973,50,341.582539
-1.861972,50,341.856679
-1.785725,50,342.098186
-1.650721,50,342.3155
-1.753567,50,342.524539
-1.748668,50,342.729989
-1.713287,50,342.97244
-1.901709,50,343.188187
-1.717056,50,343.390025
-1.608519,50,343.596057
-1.632101,50,343.760809
-2.288541,50,343.944869
-2.216976,50,344.107765
-1.685279,50,344.278398
-1.811093,50,344.465479
-1.807038,50,344.72135
-1.833584,50,345.003564
-1.724273,50,345.165273
-1.407278,50,345.35443
-1.795337,50,345.514845
-1.702337,50,346.227006
-1.937296,50,346.473264
-1.68788,50,346.727448
-1.911908,50,346.984403
-1.682044,50,347.157748
-1.808612,50,347.306229
-1.955513,50,347.453928
-2.082743,50,347.629591
-2.005181,50,347.792805
-2.15801,50,347.994136
-1.836545,50,348.183222
-1.800133,50,348.325778
-1.748703,50,348.482476
-2.051228,50,348.643733
-1.827098,50,348.793626
-1.670599,50,348.966952
-1.931382,50,349.121515
-1.813748,50,349.287002
-2.148371,50,349.44882
-1.957961,50,349.627956
-1.872951,50,350.226395
-1.974309,50,350.472646
-1.948819,50,350.676257
-1.716593,50,350.946562
-1.774065,50,351.152835
-1.774027,50,351.33342
-1.764172,50,351.49189
-1.745558,50,351.65689
-1.452099,50,351.811455
-1.53267,50,351.969004
-2.004828,50,352.149309
-1.768802,50,352.305997
-1.789505,50,352.468451
-1.619711,50,352.620858
-1.607783,50,352.773795
-1.83063,50,352.947243
-1.851257,50,353.083171
-1.742296,50,353.248229
-2.244436,50,353.411449
-2.294256,50,353.565701
-1.733397,50,353.844859
-1.845245,50,354.920127
-1.728935,50,355.175637
-2.29208,50,355.394506
-1.694462,50,355.571614
-1.918737,50,355.766987
-1.621507,50,356.151951
-1.671221,50,356.516993
-1.75249,50,356.9021
-1.798833,50,357.114202
-1.560759,50,357.287824
-1.890262,50,357.459605
-1.767018,50,357.613419
-1.886494,50,357.77235
-1.645254,50,357.940295
-1.745342,50,358.11194
-2.087321,50,358.295945
-1.634386,50,358.455701
-1.884619,50,358.609172
-1.865842,50,358.778977
-1.804923,50,358.996314
-1.795889,50,359.585795
-2.211562,50,359.817111
-1.842984,50,359.97621
-1.953671,50,360.121431
-1.882789,50,360.286494
-1.672923,50,360.447432
-1.900746,50,360.573432
-1.965652,50,360.705621
-1.917021,50,360.838917
-2.062394,50,360.971216
-2.068036,50,361.100548
-1.896243,50,361.230221
-1.915761,50,361.354738
-1.666143,50,361.49956
-1.656488,50,361.620999
-1.836853,50,361.743249
-1.812146,50,361.886641
-1.968994,50,362.053515
-1.716224,50,362.219693
-1.981566,50,362.38176
-1.607976,50,362.539914
-2.114085,50,363.154737
-1.593856,50,363.38556
-1.571208,50,363.642414
-1.859363,50,363.941168
-1.631151,50,364.22463
-2.280894,50,364.43223
-1.573624,50,364.797213
-1.725522,50,365.212075
-2.240594,50,365.488388
-1.651802,50,365.734982
-1.416148,50,365.995076
-1.866108,50,366.209914
-1.517792,50,366.544221
-1.337083,50,366.847032
-1.573913,50,367.164987
-1.920357,50,367.51162
-2.035086,50,367.770969
-1.871054,50,368.019766
-1.623957,50,368.242105
-1.706017,50,368.427175
-1.725072,50,369.086714
-1.720806,50,369.38718
-1.75619,50,369.675305
-1.540507,50,369.94381
-1.594378,50,370.103553
-1.328344,50,370.242052
-1.567978,50,370.363862
-1.56534,50,370.497732
-1.624465,50,370.631736
-1.692572,50,370.795846
-2.058992,50,370.935105
-1.66138,50,371.059369
-1.614494,50,371.183594
-1.636875,50,371.313821
-1.623158,50,371.438131
-1.87483,50,371.568477
-2.032664,50,371.690937
-1.759961,50,371.816518
-1.632027,50,371.939299
-1.689627,50,372.063797
-1.777889,50,372.192732
-1.534838,50,372.749535
-1.688783,50,372.927686
-1.483738,50,373.07936
-1.749456,50,373.230481
-1.988478,50,373.374212
-1.988117,50,373.530351
-1.763714,50,373.768441
-1.957464,50,373.94085
-1.587732,50,374.067323
-1.609414,50,374.205955
-1.649588,50,374.325352
-1.626388,50,374.456668
-1.641236,50,374.586006
-1.957621,50,374.720421
-1.727806,50,374.868358
-1.48911,50,374.996494
-1.395291,50,375.143005
-1.645633,50,375.273239
-1.823289,50,375.404558
-1.752751,50,375.553101
-1.553244,50,376.106461
-1.573154,50,376.300021
-1.933583,50,376.454514
-1.780332,50,376.612198
-1.644927,50,376.753513
-1.693823,50,376.928984
-1.729111,50,377.083044
-1.699857,50,377.208007
-1.773427,50,377.329262
-2.317999,50,377.478061
-1.472275,50,377.610544
-1.526201,50,377.750377
-1.500112,50,377.887886
-1.758211,50,378.013463
-1.620887,50,378.143932
-1.781076,50,378.273474
-1.818419,50,378.390873
-1.459589,50,378.517696
-2.001518,50,378.657214
-1.93715,50,378.789627
-1.776472,50,378.923642
-1.685023,50,379.449585
-1.760018,50,379.611975
-1.690543,50,379.773259
-1.743578,50,379.968061
-1.82426,50,380.118696
-2.171914,50,380.298949
-1.63902,50,380.417805
-1.844295,50,380.535125
-1.585286,50,380.670856
-1.584446,50,380.828278
-1.830567,50,380.95877
-1.625532,50,381.130859
-1.910315,50,381.311267
-1.935047,50,381.418723
-2.243237,50,381.556696
-1.595694,50,381.683311
-1.691939,50,381.799948
-1.893738,50,381.949432
-1.704027,50,382.087651
-1.838557,50,382.228562
-1.680493,50,382.758917
-1.827328,50,383.005628
-1.706615,50,383.174826
-1.603155,50,383.351031
-2.322851,50,383.542382
-1.775345,50,383.726964
-1.650986,50,383.860515
-1.781301,50,383.992927
-1.387495,50,384.140122
-1.545275,50,384.270936
-2.151207,50,384.408875
-1.578061,50,384.562315
-1.70585,50,384.708469
-1.605631,50,384.860984
-1.582104,50,384.992758
-1.604074,50,385.128017
-1.810483,50,385.270079
-1.681382,50,385.406659
-1.580783,50,385.542625
-1.562178,50,385.6737
-1.84044,50,385.81284
-1.639333,50,386.416304
-1.79121,50,386.622974
-1.67394,50,386.773065
-2.129859,50,386.963392
-1.682215,50,387.105411
-1.747558,50,387.254798
-1.764963,50,387.37297
-1.67535,50,387.498315
-1.565468,50,387.63291
-1.674536,50,387.757166
-1.67388,50,387.889845
-1.902077,50,388.047731
-1.49259,50,388.183002
-1.718036,50,388.316339
-1.91971,50,388.447851
-1.943296,50,388.585794
-1.671679,50,388.716515
-1.523705,50,388.849965
-1.89916,50,388.962556
-1.630936,50,389.078249
-1.724939,50,389.549523
-1.70538,50,389.70394
-1.490291,50,389.824188
-1.445829,50,389.95137
-2.041528,50,390.104025
-1.84509,50,390.236272
-1.468084,50,390.366056
-1.41862,50,390.501609
-1.570608,50,390.619613
-1.76181,50,390.737174
-1.619585,50,390.866251
-2.085056,50,390.989
-1.584941,50,391.105807
-1.953502,50,391.231524
-1.727833,50,391.369152
-1.74967,50,391.486799
-1.804286,50,391.604155
-1.801344,50,391.723944
-1.550171,50,391.846411
-1.575639,50,391.964222
-1.566306,50,392.092374
-1.673901,50,392.647668
-1.663355,50,392.841225
-1.673806,50,393.010172
-1.481544,50,393.175303
-1.513106,50,393.33446
-1.543708,50,393.473974
-1.795471,50,393.606555
-1.607716,50,393.722291
-1.675972,50,393.916561
-1.567071,50,394.235925
-1.430639,50,394.413186
-1.780534,50,394.602561
-1.6963,50,394.827531
-1.613308,50,395.044791
-1.494484,50,395.264914
-1.716681,50,395.428255
-2.071014,50,395.58569
-1.453071,50,395.725646
-1.784326,50,395.871972
-1.583392,50,396.006876
-1.534035,50,396.795621
-1.766907,50,397.005185
-1.746088,50,397.1545
-1.911964,50,397.303717
-1.474421,50,397.427748
-1.720568,50,397.544615
-1.527799,50,397.660976
-1.810702,50,397.785926
-1.770744,50,397.916431
-1.487608,50,398.039542
-1.593085,50,398.150884
-1.946101,50,398.302592
-2.299429,50,398.451233
-1.662464,50,398.591146
-1.389146,50,398.737549
-1.598577,50,398.889784
-1.68658,50,399.021115
-1.686568,50,399.147715
-1.563915,50,399.283563
-1.492376,50,399.397603
-1.496397,50,399.528517
-1.51713,50,400.180808
-1.800259,50,400.319262
-1.690059,50,400.443818
-1.630217,50,400.595489
-1.507498,50,400.768129
-1.462369,50,400.935153
-1.517425,50,401.064162
-1.656372,50,401.194835
-1.442538,50,401.324528
-1.440254,50,401.44207
-1.566495,50,401.562269
-1.519935,50,401.695486
-1.532446,50,401.836975
-1.755468,50,401.95756
-1.47097,50,402.088855
-1.586127,50,402.224738
-1.597223,50,402.372114
-1.512311,50,402.541779
-1.600826,50,402.77315
-1.463583,50,403.026041
-1.618293,50,403.561808
-1.788096,50,403.744405
-1.384946,50,403.916361
-1.767218,50,404.079168
-1.993259,50,404.235859
-1.985315,50,404.405217
-1.611707,50,404.563222
-1.884366,50,404.687394
-1.900765,50,404.82973
-1.472084,50,404.938721
-1.620832,50,405.069704
-1.592066,50,405.19951
-1.50177,50,405.342681
-1.754841,50,405.46926
-1.669263,50,405.601385
-1.70611,50,405.735662
-1.774684,50,405.884336
-1.579393,50,406.025074
-1.873761,50,406.171217
-2.058098,50,406.31043
-1.461468,50,406.436853
-1.604256,50,407.087826
-1.697149,50,407.307738
-1.578201,50,407.440414
-1.258605,50,407.670812
-1.951482,50,407.83211
-1.645332,50,407.955196
-1.626995,50,408.066619
-1.974976,50,408.209612
-1.730807,50,408.330898
-1.49694,50,408.464989
-1.819416,50,408.59912
-1.679809,50,408.722826
-1.699135,50,408.85754
-1.568147,50,408.992685
-1.513541,50,409.115119
-1.798616,50,409.255539
-1.65143,50,409.377318
-1.487658,50,409.495569
-1.671847,50,409.628189
-1.409003,50,409.762688
-1.892006,50,410.314511
-1.617887,50,410.500089
-1.475983,50,410.694907
-1.497505,50,410.874719
-1.600267,50,411.067197
-1.811375,50,411.237069
-1.315321,50,411.364856
-1.288657,50,411.481703
-1.585704,50,411.613275
-1.597387,50,411.738876
-1.41246,50,411.879723
-1.961476,50,411.995247
-1.452022,50,412.12062
-1.53566,50,412.244847
-1.801336,50,412.366998
-1.826914,50,412.504642
-1.501222,50,412.641644
-1.682457,50,412.75676
-1.375287,50,412.890772
-1.674301,50,413.031394
-1.865476,50,413.159644
-1.740493,50,413.773906
-1.383114,50,413.980942
-1.753373,50,414.165366
-1.208994,50,414.354565
-1.882558,50,414.53959
-1.727257,50,414.67838
-2.089323,50,414.838145
-1.508591,50,414.955628
-1.248749,50,415.087986
-1.437725,50,415.211366
-1.40794,50,415.331157
-1.536678,50,415.471797
-1.453489,50,415.600132
-1.253728,50,415.749193
-1.573957,50,415.880919
-1.383188,50,415.999861
-1.796385,50,416.136865
-1.670126,50,416.278118
-1.204248,50,416.404682
-1.546313,50,416.545054
-1.520233,50,417.237901
-1.612792,50,417.440755
-1.664615,50,417.611384
-1.76645,50,417.783323
-1.582219,50,417.968009
-1.492925,50,418.110676
-1.722123,50,418.243057
-1.638597,50,418.371463
-1.41374,50,418.503251
-1.26855,50,418.634745
-1.604178,50,418.760338
-1.641262,50,418.896487
-2.175941,50,419.0216
-1.78189,50,419.153354
-1.501075,50,419.273176
-1.771157,50,419.388597
-1.635191,50,419.517338
-1.638807,50,419.646374
-1.516557,50,419.778463
-1.470652,50,419.930673
-1.686709,50,420.053282
-1.77067,50,420.503208
-1.692575,50,420.633266
-1.539669,50,420.754969
-1.163039,50,420.928383
-2.165033,50,421.081464
-1.535493,50,421.200566
-1.707249,50,421.34187
-1.429642,50,421.463396
-1.488097,50,421.592235
-1.586302,50,421.712258
-1.552705,50,421.833554
-1.593136,50,421.971427
-1.51474,50,422.105988
-1.574422,50,422.249783
-1.346985,50,422.378276
-1.36975,50,422.514021
-1.769329,50,422.665072
-1.385719,50,422.81659
-1.757224,50,422.961438
-1.390413,50,423.081239
-1.613134,50,423.646372
-1.685645,50,423.834842
-1.58616,50,424.007434
-1.440252,50,424.172122
-1.38484,50,424.309211
-1.347676,50,424.468153
-1.605913,50,424.595201
-1.441257,50,424.72017
-1.731044,50,424.853718
-1.536682,50,424.970783
-1.578292,50,425.085638
-1.707007,50,425.200113
-1.687187,50,425.349437
-1.462319,50,425.502204
-1.886725,50,425.631758
-1.534093,50,425.75487
-1.550129,50,425.893579
-1.572867,50,426.020622
-1.565914,50,426.147483
-1.650319,50,426.287565
-1.413933,50,426.78055
-1.95148,50,427.017518
-1.464938,50,427.17737
-1.612075,50,427.357757
-1.409129,50,427.50077
-1.732671,50,427.644385
-1.350535,50,427.797088
-1.391134,50,427.936186
-1.784818,50,428.071481
-1.749522,50,428.20385
-1.852229,50,428.342839
-1.67078,50,428.478256
-1.499687,50,428.618978
-1.263692,50,428.777939
-1.785317,50,428.918292
-1.665456,50,429.041281
-1.593122,50,429.166375
-1.459689,50,429.285392
-1.343591,50,429.427034
-1.292879,50,429.573303
-1.541338,50,429.712926
-1.508988,50,430.253874
-1.538062,50,430.429837
-1.470719,50,430.574509
-1.459499,50,430.766907
-1.748465,50,430.938737
-1.599952,50,431.103117
-1.42034,50,431.238506
-1.46454,50,431.35896
-1.819752,50,431.479491
-1.487148,50,431.605488
-1.461298,50,431.719145
-1.302529,50,431.849058
-1.88937,50,431.969442
-1.429709,50,432.093753
-1.648058,50,432.233205
-1.751479,50,432.346703
-1.585909,50,432.479874
-1.434652,50,432.608409
-1.614097,50,432.736333
-1.60127,50,432.878874
-1.594172,50,433.380417
-1.813009,50,433.57015
-1.675107,50,433.722523
-1.620322,50,433.897606
-1.548417,50,434.056981
